Geolocation,Commodity,Date_String,Price,Parent_Class,Date,Month_Index
Oriental Mindoro,"Ginger, Hawaiian",2021 June,79.38,Ginger (All Sub-Varieties),2021-06-01,5
Oriental Mindoro,"Ginger, Hawaiian",2021 July,78.19,Ginger (All Sub-Varieties),2021-07-01,6
Oriental Mindoro,"Ginger, Hawaiian",2021 August,85.25,Ginger (All Sub-Varieties),2021-08-01,7
Oriental Mindoro,"Ginger, Hawaiian",2021 September,38.73,Ginger (All Sub-Varieties),2021-09-01,8
Oriental Mindoro,"Ginger, Hawaiian",2021 October,37.08,Ginger (All Sub-Varieties),2021-10-01,9
Oriental Mindoro,"Ginger, Hawaiian",2021 November,46.87,Ginger (All Sub-Varieties),2021-11-01,10
Oriental Mindoro,"Ginger, Hawaiian",2021 December,46.31,Ginger (All Sub-Varieties),2021-12-01,11
Oriental Mindoro,"Ginger, Hawaiian",2022 January,29.23,Ginger (All Sub-Varieties),2022-01-01,12
Oriental Mindoro,"Ginger, Hawaiian",2022 February,35.64,Ginger (All Sub-Varieties),2022-02-01,13
Oriental Mindoro,"Ginger, Hawaiian",2022 March,31.3,Ginger (All Sub-Varieties),2022-03-01,14
Oriental Mindoro,"Ginger, Hawaiian",2022 April,31.77,Ginger (All Sub-Varieties),2022-04-01,15
Oriental Mindoro,"Ginger, Hawaiian",2022 May,36.96,Ginger (All Sub-Varieties),2022-05-01,16
Oriental Mindoro,"Ginger, Hawaiian",2022 June,22.33,Ginger (All Sub-Varieties),2022-06-01,17
Oriental Mindoro,"Ginger, Hawaiian",2022 July,25.22,Ginger (All Sub-Varieties),2022-07-01,18
Oriental Mindoro,"Ginger, Hawaiian",2022 August,22.58,Ginger (All Sub-Varieties),2022-08-01,19
Oriental Mindoro,"Ginger, Hawaiian",2022 September,31.39,Ginger (All Sub-Varieties),2022-09-01,20
Oriental Mindoro,"Ginger, Hawaiian",2022 October,31.36,Ginger (All Sub-Varieties),2022-10-01,21
Oriental Mindoro,"Ginger, Hawaiian",2022 November,34.27,Ginger (All Sub-Varieties),2022-11-01,22
Oriental Mindoro,"Ginger, Hawaiian",2022 December,35.07,Ginger (All Sub-Varieties),2022-12-01,23
Oriental Mindoro,"Ginger, Hawaiian",2023 January,32.91,Ginger (All Sub-Varieties),2023-01-01,24
Oriental Mindoro,"Ginger, Hawaiian",2023 February,24.07,Ginger (All Sub-Varieties),2023-02-01,25
Oriental Mindoro,"Ginger, Hawaiian",2023 March,20.99,Ginger (All Sub-Varieties),2023-03-01,26
Oriental Mindoro,"Ginger, Hawaiian",2023 April,24.68,Ginger (All Sub-Varieties),2023-04-01,27
Oriental Mindoro,"Ginger, Hawaiian",2023 May,23.44,Ginger (All Sub-Varieties),2023-05-01,28
Oriental Mindoro,"Ginger, Hawaiian",2023 June,24.39,Ginger (All Sub-Varieties),2023-06-01,29
Oriental Mindoro,"Ginger, Hawaiian",2023 July,21.78,Ginger (All Sub-Varieties),2023-07-01,30
Oriental Mindoro,"Ginger, Hawaiian",2023 August,21.98,Ginger (All Sub-Varieties),2023-08-01,31
Oriental Mindoro,"Ginger, Hawaiian",2023 September,22.37,Ginger (All Sub-Varieties),2023-09-01,32
Oriental Mindoro,"Ginger, Hawaiian",2023 October,31.34,Ginger (All Sub-Varieties),2023-10-01,33
Oriental Mindoro,"Ginger, Hawaiian",2023 November,25.61,Ginger (All Sub-Varieties),2023-11-01,34
Oriental Mindoro,"Ginger, Hawaiian",2023 December,28.02,Ginger (All Sub-Varieties),2023-12-01,35
Oriental Mindoro,"Ginger, Hawaiian",2024 January,30.0,Ginger (All Sub-Varieties),2024-01-01,36
Oriental Mindoro,"Ginger, Hawaiian",2024 February,25.0,Ginger (All Sub-Varieties),2024-02-01,37
Oriental Mindoro,"Ginger, Hawaiian",2024 March,20.0,Ginger (All Sub-Varieties),2024-03-01,38
Oriental Mindoro,"Ginger, Hawaiian",2024 April,25.0,Ginger (All Sub-Varieties),2024-04-01,39
Oriental Mindoro,"Ginger, Hawaiian",2024 May,25.0,Ginger (All Sub-Varieties),2024-05-01,40
Oriental Mindoro,"Ginger, Hawaiian",2024 June,30.0,Ginger (All Sub-Varieties),2024-06-01,41
Oriental Mindoro,"Ginger, Hawaiian",2024 July,30.0,Ginger (All Sub-Varieties),2024-07-01,42
Oriental Mindoro,"Ginger, Hawaiian",2024 August,30.0,Ginger (All Sub-Varieties),2024-08-01,43
Oriental Mindoro,"Ginger, Hawaiian",2024 September,32.0,Ginger (All Sub-Varieties),2024-09-01,44
Oriental Mindoro,"Ginger, Hawaiian",2025 January,30.0,Ginger (All Sub-Varieties),2025-01-01,48
Oriental Mindoro,"Ginger, Hawaiian",2025 February,28.0,Ginger (All Sub-Varieties),2025-02-01,49
Oriental Mindoro,"Ginger, Hawaiian",2025 March,22.0,Ginger (All Sub-Varieties),2025-03-01,50
Oriental Mindoro,"Ginger, Hawaiian",2025 April,30.0,Ginger (All Sub-Varieties),2025-04-01,51
Oriental Mindoro,"Ginger, Hawaiian",2025 May,30.0,Ginger (All Sub-Varieties),2025-05-01,52
Oriental Mindoro,"Ginger, Hawaiian",2025 June,35.0,Ginger (All Sub-Varieties),2025-06-01,53
Oriental Mindoro,"Ginger, Hawaiian",2025 July,30.0,Ginger (All Sub-Varieties),2025-07-01,54
Oriental Mindoro,"Ginger, Hawaiian",2025 August,30.0,Ginger (All Sub-Varieties),2025-08-01,55
Oriental Mindoro,"Ginger, Hawaiian",2025 September,35.0,Ginger (All Sub-Varieties),2025-09-01,56
Oriental Mindoro,"Ginger, Hawaiian",2025 October,40.0,Ginger (All Sub-Varieties),2025-10-01,57
Oriental Mindoro,"Ginger, Hawaiian",2025 November,40.0,Ginger (All Sub-Varieties),2025-11-01,58
Oriental Mindoro,"Ginger, Hawaiian",2025 December,40.0,Ginger (All Sub-Varieties),2025-12-01,59
Oriental Mindoro,"Ginger, Native",2024 April,40.0,Ginger (All Sub-Varieties),2024-04-01,39
Oriental Mindoro,"Onion, red creole (Bermuda red)",2021 March,39.29,Onions (All Sub-Varieties),2021-03-01,2
Oriental Mindoro,"Onion, red creole (Bermuda red)",2021 April,39.27,Onions (All Sub-Varieties),2021-04-01,3
Oriental Mindoro,"Onion, red creole (Bermuda red)",2021 May,54.38,Onions (All Sub-Varieties),2021-05-01,4
Oriental Mindoro,"Onion, red creole (Bermuda red)",2021 June,53.18,Onions (All Sub-Varieties),2021-06-01,5
Oriental Mindoro,"Onion, red creole (Bermuda red)",2022 February,23.59,Onions (All Sub-Varieties),2022-02-01,13
Oriental Mindoro,"Onion, red creole (Bermuda red)",2022 March,16.61,Onions (All Sub-Varieties),2022-03-01,14
Oriental Mindoro,"Onion, red creole (Bermuda red)",2022 April,27.65,Onions (All Sub-Varieties),2022-04-01,15
Oriental Mindoro,"Onion, red creole (Bermuda red)",2022 May,29.76,Onions (All Sub-Varieties),2022-05-01,16
Oriental Mindoro,"Onion, red creole (Bermuda red)",2023 February,48.67,Onions (All Sub-Varieties),2023-02-01,25
Oriental Mindoro,"Onion, red creole (Bermuda red)",2023 March,40.74,Onions (All Sub-Varieties),2023-03-01,26
Oriental Mindoro,"Onion, red creole (Bermuda red)",2023 April,57.5,Onions (All Sub-Varieties),2023-04-01,27
Oriental Mindoro,"Onion, red creole (Bermuda red)",2023 May,56.22,Onions (All Sub-Varieties),2023-05-01,28
Oriental Mindoro,"Onion, red creole (Bermuda red)",2024 February,38.0,Onions (All Sub-Varieties),2024-02-01,37
Oriental Mindoro,"Onion, red creole (Bermuda red)",2024 March,35.18,Onions (All Sub-Varieties),2024-03-01,38
Oriental Mindoro,"Onion, red creole (Bermuda red)",2024 April,40.0,Onions (All Sub-Varieties),2024-04-01,39
Oriental Mindoro,"Onion, red creole (Bermuda red)",2024 May,50.0,Onions (All Sub-Varieties),2024-05-01,40
Oriental Mindoro,"Onion, red creole (Bermuda red)",2025 February,35.0,Onions (All Sub-Varieties),2025-02-01,49
Oriental Mindoro,"Onion, red creole (Bermuda red)",2025 March,35.5,Onions (All Sub-Varieties),2025-03-01,50
Oriental Mindoro,"Onion, red creole (Bermuda red)",2025 April,38.0,Onions (All Sub-Varieties),2025-04-01,51
Oriental Mindoro,"Onion, red creole (Bermuda red)",2025 May,45.0,Onions (All Sub-Varieties),2025-05-01,52
Oriental Mindoro,Paminta [Black pepper],2021 January,313.33,Black Pepper (Paminta),2021-01-01,0
Oriental Mindoro,Paminta [Black pepper],2021 February,263.01,Black Pepper (Paminta),2021-02-01,1
Oriental Mindoro,Paminta [Black pepper],2021 March,282.22,Black Pepper (Paminta),2021-03-01,2
Oriental Mindoro,Paminta [Black pepper],2021 April,289.62,Black Pepper (Paminta),2021-04-01,3
Oriental Mindoro,Paminta [Black pepper],2021 May,293.4,Black Pepper (Paminta),2021-05-01,4
Oriental Mindoro,Paminta [Black pepper],2021 June,296.05,Black Pepper (Paminta),2021-06-01,5
Oriental Mindoro,Paminta [Black pepper],2021 July,327.94,Black Pepper (Paminta),2021-07-01,6
Oriental Mindoro,Paminta [Black pepper],2021 August,267.06,Black Pepper (Paminta),2021-08-01,7
Oriental Mindoro,Paminta [Black pepper],2021 September,285.09,Black Pepper (Paminta),2021-09-01,8
Oriental Mindoro,Paminta [Black pepper],2021 October,262.04,Black Pepper (Paminta),2021-10-01,9
Oriental Mindoro,Paminta [Black pepper],2021 November,227.18,Black Pepper (Paminta),2021-11-01,10
Oriental Mindoro,Paminta [Black pepper],2021 December,264.83,Black Pepper (Paminta),2021-12-01,11
Oriental Mindoro,Paminta [Black pepper],2022 January,293.08,Black Pepper (Paminta),2022-01-01,12
Oriental Mindoro,Paminta [Black pepper],2022 February,289.72,Black Pepper (Paminta),2022-02-01,13
Oriental Mindoro,Paminta [Black pepper],2022 March,212.88,Black Pepper (Paminta),2022-03-01,14
Oriental Mindoro,Paminta [Black pepper],2022 April,268.62,Black Pepper (Paminta),2022-04-01,15
Oriental Mindoro,Paminta [Black pepper],2022 May,265.46,Black Pepper (Paminta),2022-05-01,16
Oriental Mindoro,Paminta [Black pepper],2022 June,244.68,Black Pepper (Paminta),2022-06-01,17
Oriental Mindoro,Paminta [Black pepper],2022 July,288.57,Black Pepper (Paminta),2022-07-01,18
Oriental Mindoro,Paminta [Black pepper],2022 August,311.77,Black Pepper (Paminta),2022-08-01,19
Oriental Mindoro,Paminta [Black pepper],2022 September,267.27,Black Pepper (Paminta),2022-09-01,20
Oriental Mindoro,Paminta [Black pepper],2022 October,268.1,Black Pepper (Paminta),2022-10-01,21
Oriental Mindoro,Paminta [Black pepper],2022 November,273.73,Black Pepper (Paminta),2022-11-01,22
Oriental Mindoro,Paminta [Black pepper],2022 December,279.73,Black Pepper (Paminta),2022-12-01,23
Oriental Mindoro,Paminta [Black pepper],2023 January,330.61,Black Pepper (Paminta),2023-01-01,24
Oriental Mindoro,Paminta [Black pepper],2023 February,311.8,Black Pepper (Paminta),2023-02-01,25
Oriental Mindoro,Paminta [Black pepper],2023 March,288.96,Black Pepper (Paminta),2023-03-01,26
Oriental Mindoro,Paminta [Black pepper],2023 April,267.08,Black Pepper (Paminta),2023-04-01,27
Oriental Mindoro,Paminta [Black pepper],2023 May,226.79,Black Pepper (Paminta),2023-05-01,28
Oriental Mindoro,Paminta [Black pepper],2023 June,257.96,Black Pepper (Paminta),2023-06-01,29
Oriental Mindoro,Paminta [Black pepper],2023 July,309.29,Black Pepper (Paminta),2023-07-01,30
Oriental Mindoro,Paminta [Black pepper],2023 August,295.33,Black Pepper (Paminta),2023-08-01,31
Oriental Mindoro,Paminta [Black pepper],2023 September,293.49,Black Pepper (Paminta),2023-09-01,32
Oriental Mindoro,Paminta [Black pepper],2023 October,297.14,Black Pepper (Paminta),2023-10-01,33
Oriental Mindoro,Paminta [Black pepper],2023 November,316.89,Black Pepper (Paminta),2023-11-01,34
Oriental Mindoro,Paminta [Black pepper],2023 December,313.87,Black Pepper (Paminta),2023-12-01,35
Oriental Mindoro,Paminta [Black pepper],2024 January,330.0,Black Pepper (Paminta),2024-01-01,36
Oriental Mindoro,Paminta [Black pepper],2024 February,320.0,Black Pepper (Paminta),2024-02-01,37
Oriental Mindoro,Paminta [Black pepper],2024 March,320.0,Black Pepper (Paminta),2024-03-01,38
Oriental Mindoro,Paminta [Black pepper],2024 April,350.0,Black Pepper (Paminta),2024-04-01,39
Oriental Mindoro,Paminta [Black pepper],2024 May,350.0,Black Pepper (Paminta),2024-05-01,40
Oriental Mindoro,Paminta [Black pepper],2024 June,400.0,Black Pepper (Paminta),2024-06-01,41
Oriental Mindoro,Paminta [Black pepper],2024 July,360.0,Black Pepper (Paminta),2024-07-01,42
Oriental Mindoro,Paminta [Black pepper],2024 August,360.0,Black Pepper (Paminta),2024-08-01,43
Oriental Mindoro,Paminta [Black pepper],2024 September,201.36,Black Pepper (Paminta),2024-09-01,44
Oriental Mindoro,Paminta [Black pepper],2025 January,400.0,Black Pepper (Paminta),2025-01-01,48
Oriental Mindoro,Paminta [Black pepper],2025 February,380.0,Black Pepper (Paminta),2025-02-01,49
Oriental Mindoro,Paminta [Black pepper],2025 March,350.0,Black Pepper (Paminta),2025-03-01,50
Oriental Mindoro,Paminta [Black pepper],2025 April,350.0,Black Pepper (Paminta),2025-04-01,51
Oriental Mindoro,Paminta [Black pepper],2025 May,380.0,Black Pepper (Paminta),2025-05-01,52
Oriental Mindoro,Paminta [Black pepper],2025 June,400.0,Black Pepper (Paminta),2025-06-01,53
Oriental Mindoro,Paminta [Black pepper],2025 July,400.0,Black Pepper (Paminta),2025-07-01,54
Oriental Mindoro,Paminta [Black pepper],2025 August,380.0,Black Pepper (Paminta),2025-08-01,55
Oriental Mindoro,Paminta [Black pepper],2025 September,350.0,Black Pepper (Paminta),2025-09-01,56
Oriental Mindoro,Paminta [Black pepper],2025 October,380.0,Black Pepper (Paminta),2025-10-01,57
Oriental Mindoro,Paminta [Black pepper],2025 November,400.0,Black Pepper (Paminta),2025-11-01,58
Oriental Mindoro,Paminta [Black pepper],2025 December,400.0,Black Pepper (Paminta),2025-12-01,59
Oriental Mindoro,"Pepper, bell",2024 April,150.0,Other Fresh Peppers (Bell/Finger),2024-04-01,39
Oriental Mindoro,"Pepper, bell",2024 May,160.0,Other Fresh Peppers (Bell/Finger),2024-05-01,40
Oriental Mindoro,"Pepper, bell",2024 June,170.0,Other Fresh Peppers (Bell/Finger),2024-06-01,41
Oriental Mindoro,"Pepper, bell",2024 July,170.0,Other Fresh Peppers (Bell/Finger),2024-07-01,42
Oriental Mindoro,"Pepper, bell",2024 August,175.0,Other Fresh Peppers (Bell/Finger),2024-08-01,43
Oriental Mindoro,"Pepper, bell",2024 September,175.0,Other Fresh Peppers (Bell/Finger),2024-09-01,44
Oriental Mindoro,"Pepper, bell",2025 April,160.0,Other Fresh Peppers (Bell/Finger),2025-04-01,51
Oriental Mindoro,"Pepper, bell",2025 May,170.0,Other Fresh Peppers (Bell/Finger),2025-05-01,52
Oriental Mindoro,"Pepper, bell",2025 June,175.0,Other Fresh Peppers (Bell/Finger),2025-06-01,53
Oriental Mindoro,"Pepper, bell",2025 July,175.0,Other Fresh Peppers (Bell/Finger),2025-07-01,54
Oriental Mindoro,"Pepper, bell",2025 August,175.0,Other Fresh Peppers (Bell/Finger),2025-08-01,55
Oriental Mindoro,"Pepper, bell",2025 September,175.0,Other Fresh Peppers (Bell/Finger),2025-09-01,56
Oriental Mindoro,"Pepper, bell",2025 October,175.0,Other Fresh Peppers (Bell/Finger),2025-10-01,57
Oriental Mindoro,"Pepper, bell",2025 November,180.0,Other Fresh Peppers (Bell/Finger),2025-11-01,58
Oriental Mindoro,"Pepper, bell",2025 December,182.0,Other Fresh Peppers (Bell/Finger),2025-12-01,59
Oriental Mindoro,"Pepper, finger",2021 January,54.63,Other Fresh Peppers (Bell/Finger),2021-01-01,0
Oriental Mindoro,"Pepper, finger",2021 February,37.29,Other Fresh Peppers (Bell/Finger),2021-02-01,1
Oriental Mindoro,"Pepper, finger",2021 March,29.33,Other Fresh Peppers (Bell/Finger),2021-03-01,2
Oriental Mindoro,"Pepper, finger",2021 April,21.95,Other Fresh Peppers (Bell/Finger),2021-04-01,3
Oriental Mindoro,"Pepper, finger",2021 May,17.75,Other Fresh Peppers (Bell/Finger),2021-05-01,4
Oriental Mindoro,"Pepper, finger",2021 June,24.99,Other Fresh Peppers (Bell/Finger),2021-06-01,5
Oriental Mindoro,"Pepper, finger",2021 July,24.67,Other Fresh Peppers (Bell/Finger),2021-07-01,6
Oriental Mindoro,"Pepper, finger",2021 August,34.77,Other Fresh Peppers (Bell/Finger),2021-08-01,7
Oriental Mindoro,"Pepper, finger",2021 September,49.56,Other Fresh Peppers (Bell/Finger),2021-09-01,8
Oriental Mindoro,"Pepper, finger",2021 October,41.7,Other Fresh Peppers (Bell/Finger),2021-10-01,9
Oriental Mindoro,"Pepper, finger",2021 November,42.34,Other Fresh Peppers (Bell/Finger),2021-11-01,10
Oriental Mindoro,"Pepper, finger",2021 December,32.09,Other Fresh Peppers (Bell/Finger),2021-12-01,11
Oriental Mindoro,"Pepper, finger",2022 January,29.8,Other Fresh Peppers (Bell/Finger),2022-01-01,12
Oriental Mindoro,"Pepper, finger",2022 February,32.45,Other Fresh Peppers (Bell/Finger),2022-02-01,13
Oriental Mindoro,"Pepper, finger",2022 March,38.42,Other Fresh Peppers (Bell/Finger),2022-03-01,14
Oriental Mindoro,"Pepper, finger",2022 April,41.69,Other Fresh Peppers (Bell/Finger),2022-04-01,15
Oriental Mindoro,"Pepper, finger",2022 May,48.89,Other Fresh Peppers (Bell/Finger),2022-05-01,16
Oriental Mindoro,"Pepper, finger",2022 June,42.69,Other Fresh Peppers (Bell/Finger),2022-06-01,17
Oriental Mindoro,"Pepper, finger",2022 July,35.32,Other Fresh Peppers (Bell/Finger),2022-07-01,18
Oriental Mindoro,"Pepper, finger",2022 August,36.28,Other Fresh Peppers (Bell/Finger),2022-08-01,19
Oriental Mindoro,"Pepper, finger",2022 September,32.07,Other Fresh Peppers (Bell/Finger),2022-09-01,20
Oriental Mindoro,"Pepper, finger",2022 October,31.86,Other Fresh Peppers (Bell/Finger),2022-10-01,21
Oriental Mindoro,"Pepper, finger",2022 November,42.89,Other Fresh Peppers (Bell/Finger),2022-11-01,22
Oriental Mindoro,"Pepper, finger",2022 December,47.7,Other Fresh Peppers (Bell/Finger),2022-12-01,23
Oriental Mindoro,"Pepper, finger",2023 January,46.26,Other Fresh Peppers (Bell/Finger),2023-01-01,24
Oriental Mindoro,"Pepper, finger",2023 February,34.29,Other Fresh Peppers (Bell/Finger),2023-02-01,25
Oriental Mindoro,"Pepper, finger",2023 March,37.94,Other Fresh Peppers (Bell/Finger),2023-03-01,26
Oriental Mindoro,"Pepper, finger",2023 April,34.76,Other Fresh Peppers (Bell/Finger),2023-04-01,27
Oriental Mindoro,"Pepper, finger",2023 May,28.04,Other Fresh Peppers (Bell/Finger),2023-05-01,28
Oriental Mindoro,"Pepper, finger",2023 June,27.46,Other Fresh Peppers (Bell/Finger),2023-06-01,29
Oriental Mindoro,"Pepper, finger",2023 July,26.95,Other Fresh Peppers (Bell/Finger),2023-07-01,30
Oriental Mindoro,"Pepper, finger",2023 August,31.86,Other Fresh Peppers (Bell/Finger),2023-08-01,31
Oriental Mindoro,"Pepper, finger",2023 September,34.94,Other Fresh Peppers (Bell/Finger),2023-09-01,32
Oriental Mindoro,"Pepper, finger",2023 October,35.32,Other Fresh Peppers (Bell/Finger),2023-10-01,33
Oriental Mindoro,"Pepper, finger",2023 November,36.6,Other Fresh Peppers (Bell/Finger),2023-11-01,34
Oriental Mindoro,"Pepper, finger",2023 December,33.07,Other Fresh Peppers (Bell/Finger),2023-12-01,35
Oriental Mindoro,"Pepper, finger",2024 January,37.71,Other Fresh Peppers (Bell/Finger),2024-01-01,36
Oriental Mindoro,"Pepper, finger",2024 February,30.39,Other Fresh Peppers (Bell/Finger),2024-02-01,37
Oriental Mindoro,"Pepper, finger",2024 March,33.42,Other Fresh Peppers (Bell/Finger),2024-03-01,38
Oriental Mindoro,"Pepper, finger",2024 April,33.98,Other Fresh Peppers (Bell/Finger),2024-04-01,39
Oriental Mindoro,"Pepper, finger",2024 May,33.64,Other Fresh Peppers (Bell/Finger),2024-05-01,40
Oriental Mindoro,"Pepper, finger",2024 June,34.09,Other Fresh Peppers (Bell/Finger),2024-06-01,41
Oriental Mindoro,"Pepper, finger",2024 July,50.0,Other Fresh Peppers (Bell/Finger),2024-07-01,42
Oriental Mindoro,"Pepper, finger",2024 August,40.0,Other Fresh Peppers (Bell/Finger),2024-08-01,43
Oriental Mindoro,"Pepper, finger",2024 September,40.0,Other Fresh Peppers (Bell/Finger),2024-09-01,44
Oriental Mindoro,"Pepper, finger",2025 April,30.0,Other Fresh Peppers (Bell/Finger),2025-04-01,51
Oriental Mindoro,"Pepper, finger",2025 May,30.0,Other Fresh Peppers (Bell/Finger),2025-05-01,52
Oriental Mindoro,"Pepper, finger",2025 July,28.0,Other Fresh Peppers (Bell/Finger),2025-07-01,54
Oriental Mindoro,"Pepper, finger",2025 August,30.0,Other Fresh Peppers (Bell/Finger),2025-08-01,55
Oriental Mindoro,"Pepper, finger",2025 September,31.31,Other Fresh Peppers (Bell/Finger),2025-09-01,56
Oriental Mindoro,"Pepper, finger",2025 October,35.0,Other Fresh Peppers (Bell/Finger),2025-10-01,57
Oriental Mindoro,"Pepper, finger",2025 November,40.0,Other Fresh Peppers (Bell/Finger),2025-11-01,58
Oriental Mindoro,"Pepper, finger",2025 December,40.0,Other Fresh Peppers (Bell/Finger),2025-12-01,59
Palawan,"Ginger, Hawaiian",2021 January,36.23,Ginger (All Sub-Varieties),2021-01-01,0
Palawan,"Ginger, Hawaiian",2021 February,44.92,Ginger (All Sub-Varieties),2021-02-01,1
Palawan,"Ginger, Hawaiian",2021 March,41.01,Ginger (All Sub-Varieties),2021-03-01,2
Palawan,"Ginger, Hawaiian",2021 April,34.07,Ginger (All Sub-Varieties),2021-04-01,3
Palawan,"Ginger, Hawaiian",2021 May,45.92,Ginger (All Sub-Varieties),2021-05-01,4
Palawan,"Ginger, Hawaiian",2021 June,45.79,Ginger (All Sub-Varieties),2021-06-01,5
Palawan,"Ginger, Hawaiian",2021 July,43.77,Ginger (All Sub-Varieties),2021-07-01,6
Palawan,"Ginger, Hawaiian",2021 August,45.33,Ginger (All Sub-Varieties),2021-08-01,7
Palawan,"Ginger, Hawaiian",2021 September,44.63,Ginger (All Sub-Varieties),2021-09-01,8
Palawan,"Ginger, Hawaiian",2021 October,38.31,Ginger (All Sub-Varieties),2021-10-01,9
Palawan,"Ginger, Hawaiian",2021 November,28.98,Ginger (All Sub-Varieties),2021-11-01,10
Palawan,"Ginger, Hawaiian",2021 December,29.42,Ginger (All Sub-Varieties),2021-12-01,11
Palawan,"Ginger, Hawaiian",2022 January,32.67,Ginger (All Sub-Varieties),2022-01-01,12
Palawan,"Ginger, Hawaiian",2022 February,29.23,Ginger (All Sub-Varieties),2022-02-01,13
Palawan,"Ginger, Hawaiian",2022 March,28.68,Ginger (All Sub-Varieties),2022-03-01,14
Palawan,"Ginger, Hawaiian",2022 April,26.71,Ginger (All Sub-Varieties),2022-04-01,15
Palawan,"Ginger, Hawaiian",2022 May,30.64,Ginger (All Sub-Varieties),2022-05-01,16
Palawan,"Ginger, Hawaiian",2022 June,43.7,Ginger (All Sub-Varieties),2022-06-01,17
Palawan,"Ginger, Hawaiian",2022 July,32.56,Ginger (All Sub-Varieties),2022-07-01,18
Palawan,"Ginger, Hawaiian",2022 August,29.31,Ginger (All Sub-Varieties),2022-08-01,19
Palawan,"Ginger, Hawaiian",2022 September,20.3,Ginger (All Sub-Varieties),2022-09-01,20
Palawan,"Ginger, Hawaiian",2022 October,26.04,Ginger (All Sub-Varieties),2022-10-01,21
Palawan,"Ginger, Hawaiian",2022 November,26.48,Ginger (All Sub-Varieties),2022-11-01,22
Palawan,"Ginger, Hawaiian",2022 December,22.84,Ginger (All Sub-Varieties),2022-12-01,23
Palawan,"Ginger, Hawaiian",2023 January,27.41,Ginger (All Sub-Varieties),2023-01-01,24
Palawan,"Ginger, Hawaiian",2023 February,24.13,Ginger (All Sub-Varieties),2023-02-01,25
Palawan,"Ginger, Hawaiian",2023 March,27.53,Ginger (All Sub-Varieties),2023-03-01,26
Palawan,"Ginger, Hawaiian",2023 April,21.75,Ginger (All Sub-Varieties),2023-04-01,27
Palawan,"Ginger, Hawaiian",2023 May,25.06,Ginger (All Sub-Varieties),2023-05-01,28
Palawan,"Ginger, Hawaiian",2023 June,24.45,Ginger (All Sub-Varieties),2023-06-01,29
Palawan,"Ginger, Hawaiian",2023 July,22.3,Ginger (All Sub-Varieties),2023-07-01,30
Palawan,"Ginger, Hawaiian",2023 August,25.29,Ginger (All Sub-Varieties),2023-08-01,31
Palawan,"Ginger, Hawaiian",2023 September,24.33,Ginger (All Sub-Varieties),2023-09-01,32
Palawan,"Ginger, Hawaiian",2023 October,27.22,Ginger (All Sub-Varieties),2023-10-01,33
Palawan,"Ginger, Hawaiian",2023 November,25.33,Ginger (All Sub-Varieties),2023-11-01,34
Palawan,"Ginger, Hawaiian",2023 December,27.24,Ginger (All Sub-Varieties),2023-12-01,35
Palawan,"Ginger, Hawaiian",2024 January,25.0,Ginger (All Sub-Varieties),2024-01-01,36
Palawan,"Ginger, Hawaiian",2024 February,25.0,Ginger (All Sub-Varieties),2024-02-01,37
Palawan,"Ginger, Hawaiian",2024 March,25.0,Ginger (All Sub-Varieties),2024-03-01,38
Palawan,"Ginger, Hawaiian",2024 July,30.0,Ginger (All Sub-Varieties),2024-07-01,42
Palawan,"Ginger, Hawaiian",2024 August,25.0,Ginger (All Sub-Varieties),2024-08-01,43
Palawan,"Ginger, Hawaiian",2024 September,25.0,Ginger (All Sub-Varieties),2024-09-01,44
Palawan,"Ginger, Native",2025 October,40.0,Ginger (All Sub-Varieties),2025-10-01,57
Palawan,"Ginger, Native",2025 November,40.0,Ginger (All Sub-Varieties),2025-11-01,58
Palawan,"Ginger, Native",2025 December,40.0,Ginger (All Sub-Varieties),2025-12-01,59
Palawan,Paminta [Black pepper],2024 July,200.0,Black Pepper (Paminta),2024-07-01,42
Palawan,Paminta [Black pepper],2024 August,200.0,Black Pepper (Paminta),2024-08-01,43
Palawan,Paminta [Black pepper],2024 September,200.0,Black Pepper (Paminta),2024-09-01,44
Palawan,"Pepper, bell",2021 January,87.12,Other Fresh Peppers (Bell/Finger),2021-01-01,0
Palawan,"Pepper, bell",2021 February,80.54,Other Fresh Peppers (Bell/Finger),2021-02-01,1
Palawan,"Pepper, bell",2021 March,70.16,Other Fresh Peppers (Bell/Finger),2021-03-01,2
Palawan,"Pepper, bell",2021 April,72.29,Other Fresh Peppers (Bell/Finger),2021-04-01,3
Palawan,"Pepper, bell",2021 May,53.09,Other Fresh Peppers (Bell/Finger),2021-05-01,4
Palawan,"Pepper, bell",2021 June,54.49,Other Fresh Peppers (Bell/Finger),2021-06-01,5
Palawan,"Pepper, bell",2021 July,49.94,Other Fresh Peppers (Bell/Finger),2021-07-01,6
Palawan,"Pepper, bell",2021 August,78.07,Other Fresh Peppers (Bell/Finger),2021-08-01,7
Palawan,"Pepper, bell",2021 September,88.26,Other Fresh Peppers (Bell/Finger),2021-09-01,8
Palawan,"Pepper, bell",2021 October,71.17,Other Fresh Peppers (Bell/Finger),2021-10-01,9
Palawan,"Pepper, bell",2021 November,125.92,Other Fresh Peppers (Bell/Finger),2021-11-01,10
Palawan,"Pepper, bell",2021 December,139.89,Other Fresh Peppers (Bell/Finger),2021-12-01,11
Palawan,"Pepper, bell",2022 January,90.48,Other Fresh Peppers (Bell/Finger),2022-01-01,12
