Geolocation,Commodity,Date_String,Price,Date,Month_Index
Romblon,Chili pepper fruit (Siling labuyo),2025 September,99.49,9/1/2025,56
Romblon,Chili pepper fruit (Siling labuyo),2025 October,100,10/1/2025,57
Romblon,Chili pepper fruit (Siling labuyo),2025 November,100,11/1/2025,58
Romblon,Chili pepper fruit (Siling labuyo),2025 December,100,12/1/2025,59
Romblon,"Garlic, dried bulb",2021 April,110.48,4/1/2021,3
Romblon,"Garlic, dried bulb",2021 May,101.5,5/1/2021,4
Romblon,"Garlic, dried bulb",2022 April,111.58,4/1/2022,15
Romblon,"Garlic, dried bulb",2022 May,116.14,5/1/2022,16
Romblon,"Garlic, dried bulb",2023 April,110.94,4/1/2023,27
Romblon,"Garlic, dried bulb",2024 April,100,4/1/2024,39
Romblon,"Garlic, dried bulb",2025 April,120,4/1/2025,51
Romblon,"Ginger, Native",2024 February,50,2/1/2024,37
Romblon,"Ginger, Native",2024 April,50,4/1/2024,39
Romblon,"Ginger, Native",2024 May,50,5/1/2024,40
Romblon,"Ginger, Native",2024 June,50,6/1/2024,41
Romblon,"Ginger, Native",2024 July,55,7/1/2024,42
Romblon,"Ginger, Native",2024 August,55,8/1/2024,43
Romblon,"Ginger, Native",2024 September,50,9/1/2024,44
Romblon,"Ginger, Native",2025 February,60,2/1/2025,49
Romblon,"Ginger, Native",2025 March,60,3/1/2025,50
Romblon,"Ginger, Native",2025 April,60,4/1/2025,51
Romblon,"Ginger, Native",2025 May,60,5/1/2025,52
Romblon,"Ginger, Native",2025 June,60,6/1/2025,53
Romblon,"Ginger, Native",2025 July,60,7/1/2025,54
Romblon,"Ginger, Native",2025 August,60,8/1/2025,55
Romblon,"Ginger, Native",2025 September,60,9/1/2025,56
Romblon,"Ginger, Native",2025 October,60,10/1/2025,57
Romblon,"Ginger, Native",2025 November,60,11/1/2025,58
Romblon,"Ginger, Native",2025 December,60,12/1/2025,59
Romblon,Paminta [Black pepper],2025 January,65,1/1/2025,48
Romblon,Paminta [Black pepper],2025 February,65,2/1/2025,49
Romblon,Paminta [Black pepper],2025 March,65,3/1/2025,50
Romblon,"Pepper, bell",2024 April,150,4/1/2024,39
Romblon,"Pepper, bell",2024 May,150,5/1/2024,40
Romblon,"Pepper, bell",2024 June,150,6/1/2024,41
Romblon,"Pepper, finger",2024 January,50,1/1/2024,36
Romblon,"Pepper, finger",2024 February,73.04,2/1/2024,37
Romblon,"Pepper, finger",2024 March,70,3/1/2024,38
Romblon,"Pepper, finger",2024 August,70,8/1/2024,43
Romblon,"Pepper, finger",2024 October,80,10/1/2024,45
Romblon,"Pepper, finger",2024 November,79,11/1/2024,46
Romblon,"Pepper, finger",2025 January,90,1/1/2025,48
Romblon,"Pepper, finger",2025 February,95,2/1/2025,49
Romblon,"Pepper, finger",2025 August,60,8/1/2025,55
Romblon,"Pepper, finger",2025 September,60,9/1/2025,56
Romblon,"Pepper, finger",2025 October,115,10/1/2025,57
Romblon,"Pepper, finger",2025 November,116.85,11/1/2025,58
Romblon,"Pepper, finger",2025 December,115,12/1/2025,59
